disease_name,gene_name
Abnormality of refraction,RBM5; THSD7A; TMEM98; REV3L; SLC6A13; ATP2C1; SH3YL1; TLL1; ZIC2; HDAC9; RAD51; FOXN3; FAM168A; TRAF3IP2; RASGRF1; INTS13; PKN2; LMCD1; NFATC3; CRMP1; KDM5A; ANO8; CST7; SLC4A4; SESN1; MEF2C; GCKR; MTMR2; CABP7; ASCC2; MTMR3; NIN; TBL1X; NDFIP2; OCA2; CPQ; C1GALT1; POU6F2; AHR; C5; GLIS3; BMPR1A; TBC1D9; ST3GAL4; CCND1; PITPNM1; USP5; ST8SIA1; ADTRP; GMDS; LY86; NUDT12; nan; IL4; PODXL2; GPD2; ITGA4; SNX17; ORC4; PRRX1; PROX1; PHF19; NPC2; LTBP2; RHOQ; BCL11A; CLU; PDLIM2; TBX2; BICC1; ACADS; ITPR2; CCDC91; CKS2; GCNT7; WRNIP1; SSR1; BMP4; SLC2A4RG; DTD1; EIF2S2; PZP; HIVEP3; TPST2; CCDC32; EPB41L4A; GALNT8; TOMM40; APOC1; GTPBP3; ZSWIM6; CASZ1; FST; MTNR1B; DAGLA; ARHGAP32; UBQLN1; RDH5; TNS3; SCN2A; ZSCAN9; PGBD1; MYO7A; RMDN3; SMAD6; ATAD1; EXOC6; PDE5A; FBN2; RGS3; SLCO1C1; TSPAN3; BCAS3; FBN3; TOR1AIP1; ECM1; SUMF1; IGSF11; TENM2; CLVS2; BIN3; ZNF462; ALAD; TCF7L2; MKX; FAM124A; ANK3; PTPRR; NR4A2; CNTNAP5; PXYLP1; MMP16; ADK; TDRD9; PALM2AKAP2; FMNL2; KRTCAP3; AUTS2; GJD2; DFFA; ZBTB7B; CMPK1; SLC45A1; LRRC38; NTNG1; ZNF281; NUP35; LENEP; RPP14; ZNF513; TPRA1; GRM2; MAD2L1; ANAPC10; CAGE1; EBF1; HCN1; C8orf48; ZMAT4; SLC39A13; PSMC3; RAPSN; CPSF2; CCDC38; CEP57; GABRB3; CUL5; C11orf65; CLEC3A; CDK12; DPEP2; MYO5B; GATAD2A; CYB5D2; PXK; COL4A3; METTL15; RNF150; CHRNB1; CRTAP; SETMAR; DENND5B; AKAP13; FOXN2; DSCAM; MTBP; PRL; AFF1; PDE3A; CORO1B; EVC2; ADAMTS20; ADCY5; ZHX3; CADM2; CHST1; RPS6KB2; DMRTA1; RMDN1; DSCAML1; RPS6KA3; NAP1L5; ZNF454; C14orf39; ZNF571; RGMA; KCNA4; KPNA2; NTM; SLC8A1; CEP57L1; CALN1; BCOR; NOG; OPCML; KCTD16; KIRREL1; SIX6; SEPTIN9; HS6ST3; ANKFY1; NDUFA13; CDIN1; PCLO; FOXE3; SECISBP2; TMEM72; TMPPE; FHIT; TDRD7; CD55; TSC22D2; ESRRG; ZGPAT; ZNF165; ENTPD6; HES5; DDRGK1; LRIG2; GRM3; TOX; LIPJ; MBD5; PCDHA4; TCL1B; LCAT; TM6SF2; TENM3; SMIM26; CORT; AP5B1; ARMS2; HTD2; EBLN2; CARD18; ZNF10; RTEL1; C8orf89; SMIM42; RBM6; ASB4; IFRD1; DNAH9; POLR3B; SERPINB1; STAU2; PTCD2; TTC17; IL17RB; NCKAP1; ST3GAL6; FAR2; SPI1; STON1-GTF2A1L; RORA; NEDD4; RHOBTB1; NTN4; FGF4; RBFOX1; GSTP1; CPNE3; PHACTR3; TFAP2C; DOCK3; RPGRIP1; EP300; GALNT16; GMPR2; PYGB; MYBL2; BMP7; CELF4; FBXO31; UBE2I; DENND3; UPK1A; GRB10; COBL; ZKSCAN1; FSCN3; ANKMY2; TGFBR1; LHX3; MICU1; KAZALD1; GALNT7; NCAPG; PPARGC1A; IL10RA; RFC5; CDCA3; CCNC; QKI; TENT5A; MRPS27; SLC27A6; HRG; ABTB1; UPK1B; FOXP1; FNDC4; EFEMP1; PRPF3; APH1A; MROH9; TJP2; MTHFD1L; TSHZ3; ACVR2A; COL10A1; USP45; FAM209A; RREB1; BMP2; DOCK4; POT1; PODXL; LPIN3; SLC14A2; GPALPP1; EPHB2; CNDP2; MYCN; CD63; BLOC1S1; MICAL1; ISCU; RCBTB1; PHF11; GTF2B; FBXO11; DNAJC13; APH1B; FAM13A; RASGEF1B; SNRPF; HMG20A; NCOA2; MAP1LC3B; ZCCHC14; PEX14; ANP32E; YIPF5; MYLK4; ARHGAP18; RPL7; IDNK; RGR; LRRC4C; CAPN5; LTO1; LATS2; KCNA6; THRB; DLG5; FHIP2A; SREK1IP1; CYRIB; ASAP1; L3MBTL4; SLC16A1; SAXO1; RASA2; KCNMA1; USP16; CCT8; MAP3K7CL; BACH1; ZIC3; CACNA1D; DGKI; SPPL3; ACTC1; PSKH1; HSF2BP; PDXK; DCAF16; COL6A3; EOGT; NUAK2; PPP4R2; C4orf36; ADAMTS9; TMEM161B; NDUFS4; SERINC5; SFXN1; DLC1; PTCHD1; FAT3; GPR101; LRFN5; ISCA2; FBN1; CDYL2; PRTG; TMED3; MTMR10; PROSER3; ULK4; DDIT4; PDHB; MFSD2A; TOR1AIP2; CDH2; EMB; MSANTD4; SOX7; GRIK1; ZNF540; TRAPPC12; MRPL13; ZMAT3; MOS; TMEM196; PEAK1; SUSD5; RPL15; MTX3; ZNF366; ZNF354B; ZBTB7A; PLAG1; GRIN2A; BPIFC; DRD1; AP3M1; MAFF; KCNQ5; WWOX; CMC1; WDR86; CYP26C1; WNT7B; SHISA6; SH2D5; CRYBA4; PIK3R4; GK2; CD47; CHRNG; SULT1A2; HMGN5; ZNF607; ZNF277; TOP1; LIME1; GPR20; PCDHA5; PCDHA2; ANKRD28; LBH; CDRT15; ELFN1; ZSCAN31; ANKRD34C; C8orf58; PCDHAC2; TNFRSF6B; IFITM10; YJEFN3; PCDHA12; OMP; PCDHA3; NEDD8-MDP1; POLG2; KHDC1L; PINX1; MRPS21; FAM25C; TSTD3; TMEM247; MAD1L1; HSPB6; PDK4; NFIX; PRSS3; ZBTB32; IGF1; TTC27; RTF2; GRAMD1B; RTEL1-TNFRSF6B; EIPR1; MYOM2; TRAF1; DCBLD2; RIMBP2; SPAG4; ATXN3; STAG3; TRAM1; DNTTIP2; PHRF1; EVC; FRY; ZZEF1; ACAT1; CDH7; EXD2; PCDHA6; NUFIP1; MMP2; LPCAT2; ANKRD10; MUL1; ZNF268; CERS4; TINF2; TRPM7; CYP26A1; RAB18; CRYBB1; FBXO7; VSX1; RASSF2; GPR143; FLT1; TSC22D1; CABP5; SUGP1; CAV1; VIPR2; PAX4; ATRNL1; XPNPEP1; ABI3; AIP; GNB3; C2CD5; FGFR1OP2; PRDM13; VEGFA; BIRC6; CA14; SGK1; CCDC92; CCDC77; ZFP30; RDH10; LDB3; EEPD1; AKR1D1; PRDX4; STIL; SLC12A4; FAM210B; PLCG1; GTSF1L; SOX4; SSUH2; NKX2-2; RALY; IGFLR1; CRYGN; MKLN1; MAU2; PLPPR3; COL5A1; SH3BGRL; NFATC1; KIF3A; PPP1R3D; RRAS2; TRPM1; VAV3; ANO3; RPS15A; MYBPC3; CHRND; CKAP4; SPRY2; HUS1; LMX1B; SIX3; SPPL2A; SLC39A8; SCAF11; ZIC5; DCAF5; IGF1R; ZFHX3; COL6A1; RERE; TARS2; SLC10A6; BOD1; SLC2A12; SHROOM2; HTR7; RPP30; ADD3; SESN3; ATM; PLCH2; ADGRL3; AKAP6; PARP8; GRIA4; UTRN; SCN3A; LURAP1L; CACNA2D1; ANGPT1; GPR78; SETD9; MIER3; RBM45; SLC24A2; NAA11; SMG1; PANK4; DYNC1I1; PKD1L1; RUNX1; RRP1B; AZGP1; FGF11; CAMK2N1; ANTXR2; AZI2; PRICKLE2; ABHD6; CAMKV; TEX264; HAND2; HHIP; ABCE1; OTUD4; FXN; BRWD3; EML5; OTX2; JCAD; TRUB1; TCP11L2; API5; MCM7; GNGT2; DUS2; CABP2; CTNNB1; MFF; MUC15; ROBO1; CTNND2; SIX2; CHCHD7; KSR2; MLLT3; PRNP; SNTB1; MFSD4B; GALNTL6; NR1D2; NR2F1; A2M; MYO1D; ZBTB38; YIPF7; ARL6IP6; ADAMTSL1; TSSK6; LCORL; NT5DC1; CSRNP3; RFLNA; IGSF22; ZNF664; SLC36A4; POLR2A; LIPF; CSMD1; NDUFB1; KCTD8; PCDH9; MAP7D2; RNLS; DLK1; PBX1; SYN3; RXRA; FOXD2; ZKSCAN4; HAPLN4; SEMA4D; SLC4A5; ZNF573; PCDH18; ALKAL2; GRM7; PRPF40A; LAMA2; TCF4; MVB12B; ZFP2; PRAMEF20; PCDHA8; PCDHA7; PCDHA1; MGAT4D; ATP10A; ZCWPW2; PTPRCAP; FAM209B; ZNF891; GOLGA8B; ZC3H11B; PLXNA4; TIGD1; XKR9; RD3L; IQCM; PRSS56; RBM12; PCDHAC1; ATP6V1E2; CENPS-CORT; SLC35G6; SPON1; TRABD2B; ARF5; PHTF2; GGCT; COX10; TFAP2B; PTBP1; DCN; CHDH; SLC45A4; GCLM; VEZT; VCL; C6; FAM184B; ZNF800; RELT; YBX3; SNAP91; ASB1; KDM4A; MCM2; SEMA3A; FAM76B; NEBL; PIK3C3; COL4A4; SERTAD4; AURKA; SLC4A11; FETUB; EZR; MAP3K1; PSMD5; TCL1A; ARFRP1; ZNF516; KATNAL1; CTSH; LYL1; PIAS4; POLR1F; CAV2; NOD1; GLI3; TYRP1; UBE2R2; MAPK8; FBXL20; DDX5; CPZ; PTPN5; ZBTB24; GRM6; THBS4; IFT57; PAPOLG; SLC25A12; ZP4; CTSD; CREB1; C1orf54; ALDH8A1; KLF12; YIPF4; MXI1; TP53AIP1; TWIST1; TOX2; CDH26; MYRF; MED1; NKX2-4; STK35; PDE11A; HAT1; LOXL1; ACKR4; NEDD8; APOE; NCAN; GALNT15; CD164; TMOD1; UBAP2; PI15; FXYD2; KNL1; MYOF; PRKG2; LUM; CTRL; PTPRF; BARHL2; SYT14; ACP1; ITPKB; COL8A1; GC; KLHL8; FERD3L; ST18; LACTB2; POLE3; LRIT1; ANKRD1; DNAJB12; SLC5A12; NPAT; RGS18; NPAS3; SERP2; GUF1; MCHR2; BMP3; ZIC1; CWC27; RBMS1; ACSS1; SLC6A1; ERG; C9orf43; VWA5B1; CCAR2; CIART; TPCN2; FGF19; NFIA; KLHDC8A; DUSP19; RPRD2; GNPDA2; TAFA4; TEX55; TASOR; MST1R; HMGB2; SCRG1; ANKRD55; ELAPOR2; TTC8; QSOX2; HTRA1; RPUSD2; SCN3B; ACAA2; DYNLRB2; AXIN2; ZNF608; SDC2; PCDH7; GLB1; CNGB3; CDK1; FRMPD2; ARL6IP1; GPR37; PKIA; PTEN; PRND; TMEM134; OVOL1; METAP1D; MYEOV; GXYLT2; AGR3; CHD2; EIF1AX; ZBTB4; GLIS1; PCCA; CENPS; CABP4; SGF29; EPS8L2; FAM9B; POGLUT3; GCC1; CCDC66; NRIP1; TMEM102; ZNF875; CREB3L2; NPLOC4; TSPAN10; GPC6; TMEM119; MEX3B; PCBP3; PGPEP1L; PLA2G6; PTP4A3; DDX53; PPIL6; MAGI2; ZNF793; CLN3; SMIM15; BEND4; ARID2; SYCP2; FAM217B; ZNF140; DNAH10; CFAP299; NKIRAS1; ZNF84; ZKSCAN8; FAN1; ABCA4; FICD; PRMT6; RORB; LRIT2; DCTN1; PCDHA9; KRTAP5-6; CPNE1; LACTBL1; ZKSCAN8P1; C13orf42; ANHX; KLLN; PCDHA13; STON1; PCDHA11; PCDHA10; CEP95; MILR1; KMT2B
Abnormality of the digestive system,MAGED2; SLIT2; NDUFV3; GARS1; CRHR2; ABCG5; WDR4; ABCG8; ITIH6; PACRGL; INMT
Abnormality of the urinary system,CDKN2AIP; RWDD4; ENPP6; TRAPPC11; STOX2; ING2; CLDN22; CLDN24; WWC2; SLC8A1
Age-related cataract,DCN; OCA2; STK3; UTP6; SH3D19; KCTD10; QKI; KERA; EFCAB11; ST8SIA6; KCNK13; ARL4D; HTR3E; TDP1; NEDD4L; DGKG; EPYC; MVK; KYNU; HERC2; IGFBP3; PSD3; BAALC; CASP7; GLB1L3; NAV2; FOXI1; DYNLRB2; COPRS; ETV4; CD28; PRSS48; CPNE4; ZNF800; FOXN3; DHX8; SORCS1; B3GAT1; CASZ1; VPS13B; VSTM2L; MMAB; IGFBP1; CSGALNACT1; PLEKHS1; UBE3B; ATP6V1C1; TPCN2; ADCY1; HTRA1; SOX2; CCDC201; BAMBI; BPI; SH2D4A; CUBN; NEK11; NRDE2; RHOT1; LOXL1; RIN2; LUM; CREB5; GLB1L2; KIAA1755; DVL3; OSR2; MYEOV; RAPH1; SUZ12; SLC24A3; LRRC37B; CCER1; LRBA; C5orf58; ARMS2; SMIM38
Age-related nuclear cataract,SSR3; KCNAB1; SOX2; CRYAA; TMPRSS5; FAM161A; CCT4; COMMD1; EHD2; BICRA; DRD2; ZEB2
Agents acting on the renin-angiotensin system use measurement,TFPI; FKBP4; DNAJC11; HFE; DPEP1; RIPOR3; IL17RB; HDAC7; PRDM6; CALCRL; SRBD1; ATP2B1; FRY; ATP2A3; ARHGAP15; NT5C2; RAPGEF3; MEF2C; MECOM; MAP3K4; AKR1B1; FOLH1; RPL6; ANAPC5; YPEL3; ZC3HC1; MAP3K1; NFATC4; PLCB4; MAPK3; CSK; CEMIP; OIP5; NBN; CALB1; RASIP1; LFNG; HOXA13; RNF43; SEPTIN4; MTMR4; GAB1; STIM2; KLF3; APOA5; MADD; CDKN1B; HDGFL1; SLC22A2; CLINT1; SUB1; NPR3; SLC27A6; GRB14; FANCL; SLC5A7; THADA; MTARC2; STAG1; TCF21; WDR11; TBX2; TWIST1; MED13L; ZNF831; EDN3; OPRL1; NPBWR2; LRRN4; SMARCA4; KDM4B; INO80; ADCY4; LDLR; APOE; LSP1; TNNT3; KDM6B; RXFP2; BMAL1; DDB2; TBX3; AGT; CAPN9; COG2; RAC1; ABHD17C; GATA4; SAP130; SLC22A7; RTF1; AEBP2; ANP32A; CYP1A1; LMAN1L; PMAIP1; SIK1; NTN5; PRDM16; CELSR2; TAF1A; WNT9A; CISD2; PHIP; SLC2A12; SLC22A3; CDKN2A; ITPRIP; CNNM2; TBX6; DOC2A; ARID5B; CWF19L2; PRDM8; MIER3; CACNA1D; SPATA2L; ACE; CBS; CRYAA; ADCY9; PRKAA2; KLHL21; C1orf115; ARHGEF3; BDH2; ZNF589; PITX2; MAP9; GUCY1A1; ERAP1; ANKRD55; GPER1; FXN; SVEP1; CACNB2; WEE1; MC4R; PLEKHA7; PEX11A; TMEM170A; ZNF668; ZNF646; PPIC; UPF3A; USP38; INSR; KCNK3; ZNF318; PDE3A; HECTD4; NOC3L; VEGFB; TLR10; MEX3C; MTHFR; GBA1; ZFAND2A; FAM220A; APOLD1; EXD1; NRIP1; OR8H3; ADO; PLCB1; CHST6; ACSM5; WT1; ARL15; CDK10; MTARC1; ZFP91; CCDC73; H1-6; CYP26C1; SPRY4; PCDH18; TSC22D2; HRH1; IGF2R; ATG7; CFAP299; SULT1C2; HOXC4; CENPW; LAYN; ATXN2; SIPA1; EBF2; SPINK8; NSUN6; CNTF; ZFP91-CNTF; BORCS7-ASMT; DCP1A; GRIFIN; UHRF1; PRR33; HOXA11; CREBBP; CEP68; CHDH; THAP3; ADRB1; BCAR1; NRIP2; LTK; ZZEF1; REXO1; CRLS1; TRMT6; CHGB; ECHDC1; CYP26A1; NFATC2; RASSF2; FERMT1; FGF9; STX4; CORO2B; TRPS1; PIK3CG; C1GALT1; MANBA; LPXN; SOX6; C11orf58; SH2B3; ALDH2; VEGFA; PHF13; MFN2; RNF146; MTHFD1L; TEX14; PLG; BICC1; EGR2; NECAB1; FLRT1; KLF16; TOMM40; APOC1; ATP8B3; ARPC1B; CASZ1; HAUS8; MACROD1; SWAP70; WNT2B; UGGT1; BUD13; PPP2R1B; PLCE1; FGF5; INTS12; ENPEP; SLC39A8; FBN2; SLC7A1; FTO; IRAK1BP1; FERD3L; IGFBP1; MFHAS1; GSTO1; TRPT1; PRSS53; CACNA2D4; CACNA1C; GUCY1A2; ZFP36L2; CFDP1; CMIP; WNT3A; FGD5; AZIN1; SORCS3; CIB4; MRAS; WNT9B; HAAO; TRIM46; NEK10; TKT; TASOR; SLC9B2; CDC25A; TMEM161B; EBF1; HNF4G; GPR146; MICU2; ARHGAP42; BORCS7; B4GALNT2; CRK; VKORC1; SPATA33; STIP1; NPNT; IRS1; PDILT; CHD3; SOX7; LKAAEAR1; SHLD1; NME6; OR5B2; RSPH9; TRIB1; SLC22A1; PPM1E; MSRA; FUT2; H2BC4; OR4C15; CYB5D1; FIGN; IZUMO1; FES; NAA38; BEGAIN; CABCOCO1; RP1L1; DLK1; OR5D14; MYT1; SULT1C3; H4C3; PCNX3; FAM114A1; MYO1C; LPA; TXNDC8; GPR20; TSGA13; RBMXL1; C1orf167; PEDS1; ARPC1A; PTTG2; PRSS51; CLDN23; NOX5; POC1B-GALNT4; CDC27; TSPOAP1; ST7L; TFAP2B; CYB561; CLCN6; ZFP64; RUNX3; HDAC9; ZFR; TBXAS1; GUCY1B1; HIPK2; PKN2; CYP2W1; PPP2R3A; FOSL2; SMOX; KDM2B; MYO9B; MTAP; PCNX1; KAT8; DECR1; GML; WNT3; GOSR2; YWHAE; ZPR1; ITFG2; NAA25; CPSF6; PCCB; ELAPOR1; TJP2; MCM8; CHAC1; RIPK3; ZBTB46; ARHGEF16; CHMP1A; MYH11; PSRC1; TXN; ALKBH8; GTF2B; CYP1A2; FURIN; ITGAX; BCAS3; ARF1; VGLL4; CRIP3; RSPO3; CDKN2B; CYP17A1; EIF3M; GLYAT; FERMT3; TLCD3B; DCP1B; TDO2; CAST; SETD9; AUTS2; RGS12; PLPP3; KRTCAP2; SLC9B1; PGGT1B; ERAP2; ARL5B; LRTM2; SLC50A1; EFNA1; UMOD; SIK2; PKHD1; PRKCE; PRND; ADRA1D; PRL; CEBPB; HOXC5; KAT5; MTX1; TLR6; MSL2; HSF5; MAMSTR; PTPN11; H2AC6; TMEM64; NME9; CCBE1; PTP4A3; PRSS55; PTPN1; AKR1B10; TMEM116; ZNF652; ZBTB48; LRRC10B; ARRDC5; NYNRIN; SUPT4H1; AS3MT; TRIM64C; HNRNPA1L3; AKR1B15; UBE2V1; CCDC71L; CTSO; ASIC5; GALNT4; SPESP1; KLF14; TFAP2D; NR1H3; SLC4A7; PRSS8; GSTO2; TBC1D1; FGFR2; TUBB1; JAG1; GDPD3; RPGRIP1L; BCKDK; ARHGEF18; CDK6; EVX1; RHEB; PRKAG2; UBE2D3; TBC1D19; HGFAC; PDE10A; WIPF1; MARK1; CFAP58; PLEKHG1; PEDS1-UBE2V1; BMP2; PODXL; KLHDC10; CDC16; OSER1; ANO3; MYBPC3; ACP2; CHST12; HLX; NUSAP1; NDUFAF1; ITPKA; KYAT3; RAB1A; EGF; POC1B; TICRR; C7orf50; IGFBP3; ZCCHC7; SLX4IP; JPH2; TRIM36; CREB3L1; U2AF1; CYP11B1; OXER1; NOS3; RAPSN; KIF7; C16orf92; CYB5D2; THBS3; HSPB3; ELOVL6; RNF34; PRNP; OR5B12; RNASEH2C; TLR1; CYP11B2; RPRML; NPY2R; MUC1; CHP1; ZNF512B; HOXC6; RGL3; SLC48A1; FAM133B; PINX1
Agouti-related protein measurement,CDH1; RIPOR1; CTCF; MTX2; TBX3; HSD11B2; CMTM4; CKLF-CMTM1; CMTM1; SMPD3; LRRC36; ATP6V0D1; AGRP; BEAN1; TK2; PLEKHG4; CKLF; HOXD1; PRMT7; TPPP3; MATCAP1; TANGO6; SLC7A6OS; FHOD1; CMTM3; CMTM2; KCTD19
Alzheimer disease,ITGA2B; MARK4; CYB561; RABEP1; GRN; GAB2; DSG2; CNN2; ABCA7; FERMT2; PICALM; EED; ZCWPW1; OSBPL6; ATP8B1; CCNT2; APOB; PILRA; ATG16L1; HSD17B2; AURKA; CASS4; FUS; TNRC6A; RBM27; TRPM7; SMIM24; NCR2; FBXL19; HSD3B7; RIN3; BCKDK; CLPTM1; RELB; ANKMY2; ENO3; NUP88; UCP1; MS4A6A; MS4A4A; IMPG1; PRKD3; CR2; CLU; CRY2; FAM210B; TREM1; ALDH1A2; MINDY2; NECTIN2; APOE; TOMM40; APOC1; SERPINF1; ECHDC3; GNL2; BIN1; SORL1; APH1B; SCARB2; SLC24A4; UFC1; PTPRG; GLRA3; PROSER2; USP6NL; HIKESHI; CCDC81; MS4A2; TBX6; MMP3; CCDC83; EXT2; GABRA2; ADAMTS1; DEDD; ADAMTS4; ZYX; FAM171A2; SCIMP; GRIK3; SNIP1; CEP44; GJB7; SAP30L; ARHGAP12; SLC39A13; MMP10; NYAP1; MS4A6E; ZNF646; VKORC1; LAIR1; SERPINF2; MRPL58; SCARA3; INPP5D; RSPO1; CRADD; RSPH10B2; DRD5; COX7B2; TANC2; PDE7B; ADH6; OR4S1; PLEC; PRSS36; PRKRA; CYP8B1; TMEM259; CCR3; SDR42E1; UBE2L3; TAS2R60; RTN4RL1; GPATCH8; SPATC1; CYP27C1; BCAM; KCTD21; FAM47E; HLA-DRB1; CR1L; CD2AP; CR1; C6orf163; ACCSL; MGAT4D; MS4A4E; TAS2R41; USP17L15; APOC4-APOC2; USP17L5; USP17L30; USP17L26; USP17L10; USP17L29; USP17L21; USP17L18; SPON1; HS3ST1; NDUFAF7; LTF; NR1H3; SPI1; FECH; BCL3; SCARB1; CA12; SEMA3C; SETD1A; PSMC6; MAPK3; GDPD3; KAT8; LACTB; CD33; GLIS3; PFN1; TBC1D9; CLNK; CEBPZ; QPCT; ONECUT2; CHRNA2; PILRB; CCRL2; APOBEC2; LILRB2; ADAM10; SPPL2A; ITGAX; BCAS3; NFIC; PPOX; USP21; ACKR2; EPHA1; TCF7L2; TLCD3B; DLG2; VTI1A; SCOC; NDUFAF6; IL34; B4GALT3; NDUFS2; ACE; CCDC116; TDRD10; GABRB1; ZC3H12A; MEAF6; HPGD; TP53INP1; ABCA1; PSMC3; TGM6; OR2B2; RNF150; CNTNAP2; DPP10; GCNT4; SH2D4B; OPLAH; ARHGAP45; ZFP3; KCTD2; SLC35C1; SPACDR; PRELID2; ADH1A; ZNF292; MMP1; ADH1B; HLA-DQA1; HLA-DRB5; ZNF652; GMNC; USP17L12; USP17L25; USP17L13; USP17L27; ADH1C; USP17L17; USP17L20; USP17L23; APOC4; NFYA; HGF; MYO16; NEDD4L; WDR1; ZNF532; RFX3; POU4F3; LIPG; TRIM35; CCDC6; TSPAN14; CHRNE; GABRA4; SLC2A9; MAN2A1; HBEGF; TCERG1; NEU2; PDCL3; GRIN3B; STBD1; MTHFD1L; EPC1; PTK2B; EPHX2; TBX2; DOHH; LARS1; RRAS2; ANO3; NARS1; ACP2; BZW2; CCDC90B; SYTL2; SULT6B1; APP; PRIM2; CCZ1B; PRSS53; ACMSD; CLGN; NIT1; IL6R; CCR5; YDJC; LRRTM1; ANKRD55; JCAD; CLMN; LIPC; ZNF232; USP50; KIF5B; GPR151; ST8SIA3; FBXL7; C11orf96; MAML3; ADH5; ALPK2; GRXCR2; TECRL; C17orf107; CEBPZOS; FAM90A26; USP17L28; USP17L24; USP17L11; KRBOX1; SMIM44; TSPOAP1; TTC17; FKBP7; GNPNAT1; STX4; CLASRP; ACCS; MADD; SMIM8; TENT5A; HAND1; RARS1; WWC1; USP35; TBX4; MAPK8IP1; CCR2; OARD1; SNRPB; PLD2; MTSS2; EDAR; MINK1; ANKRD31; HSD17B12; PTPRJ; PPP4C; DOC2A; EIF4E; ADAMTS5; CNTNAP5; SH3RF2; FCER1G; GABRG1; DNALI1; METAP1; FBXO8; ZNF12; API5; ALKBH3; C16orf92; WDR81; TSPAN5; SHE; NPAS2; MALT1; PLAC8L1; CCNE2; MAP3K19; NRG3; DEFB131A; LILRA5; ADH7; SVIL; PLCG2; ADH4; STYX; SPRED2; PJVK; nan; APOC2; LILRA4; USP17L19; USP17L22; FAM47E-STBD1; CFAP206
Alzheimer's disease biomarker measurement,CCR2; ACE; MMP10; CYP8B1; KRBOX1; CYB561; CCRL2; APOE; APOC1; IL6R; CCR5; LCORL; CCR3; TDRD10; MMP1; LTF; ACKR2; MMP3; DCAF16; SHE
Anilide use measurement,LRP1; STAT6; PRL; BOK; VWA7; TRPM8; RABGAP1L; MICA; SAPCD1; MSH5-SAPCD1; STK25; MICB; GPR52; MSH5
Anti-varicella zoster virus IgG measurement,PGBD1; ABT1; ZSCAN12; ZKSCAN8P1; ZSCAN31; HFE; ZSCAN9; H4C8; OR2B2; ZNF322; H1-5; ZKSCAN4; ZSCAN26; ZNF165
Antiglaucoma preparations and miotics use measurement,THSD7A; GAS7; SPI1; MECOM; MTCH2; MADD; PTPMT1; EXOC2; LMX1B; PNPT1; CELF1; ANGPT1; CFAP36; ABCA1; RAPSN; AGBL2; C1QTNF4; SIX6; AFAP1; NDUFS3; FNDC3B; FNBP4; KBTBD4; SIX1; CDKN2A; PTPRJ; HUS1B; FAM180B; PPP4R3B; NUP160; FERMT1; ALDH9A1; CDKN2B; CADM2; C14orf39; MTAP; BMP2; LOXL1; UCK2; TMCO1; SLC39A13
Antihistamine use measurement,IL33; TSLP; STAT6; TMEM232; RDH16; RBMS3; CAMK4; EMSY; NAB2; D2HGDH; LRRC32; GAL3ST2; HLA-DQB1; PDCD1; WDR36; SLC25A46; ZBTB39; NEMP1; TPD52L3; HLA-DQA1
Antihypertensive use measurement,SLC4A7; ECHDC1; LSP1; TNNT3; TNNI2; CASZ1; AMIGO2; CACNA1D; KCNK3; PRR33; ARVCF; CIB4; EOMES; CENPW; GALNT4; RNF146; RSPO3; NEK10; TKT; ATP2B1; TANGO2; DCP1A
Antimigraine preparation use measurement,UFL1; RUNX1T1; FGF6; PHACTR1; MEF2D; TBC1D32; STAT6; TIGAR; FHL5; LRP1; TRPM8; GJA1; MPLKIP; ACTRT2; SUGCT; FGF23; TRIM32; ASTN2; PID1; TRIQK; PRDM16; PAPPA
Antithrombotic agent use measurement,HDAC9; MTAP; FLT1; PLG; APOE; COL4A2; BUD13; ABCG5; FURIN; CELSR2; ABCG8; SLC22A3; CDKN2B; EDNRA; PRDM8; CFDP1; TMEM170A; COL4A1; MYT1; LPA; HLA-F; ZFP57; HLA-B; STH; BCAR1; NAA25; TWIST1; B9D2; SMARCA4; APOC1; RDX; ZFHX3; TMEM91; FERD3L; CDKN2A; LKAAEAR1; LPL; FES; MAPT; HLA-G; LINC02210-CRHR1; TGFB1; ZPR1; CRHR1; OPRL1; LDLR; TOMM40; TRAFD1; FGF5; ENPEP; PITX2; TMEM184C; RGS19; HECTD4; ABO; SPPL2C; ERP29; RPGRIP1L; APOA5; ALDH2; PHACTR1; KANSL1; PSRC1; SORT1; FDX1; FTO; ZC3H12C; ENPP6; IRF2; TCEA2; TRIB1; CFAP299
Aplastic anemia,RNF43; ST8SIA2; HSF5; HBB; PPM1E; nan; RAD51C; CCNB1; SLC30A5; TEX14; PIK3R1
Arthropathy,UQCC1; ZNG1E; TIPARP; CRADD; RNF41; OPCML; CPNE4; RRP15; NEBL; AMBP; NABP2; RASGRP3; LENEP; EFCAB2; HLA-DMB; ACP3; PLEKHA5; MLLT10; TGFB2; GDF5; SLC39A8; PLCZ1; COL27A1; LTBP1; ITPR3; AEBP2; SMARCC2; FLAD1; SHC1; KIF26B; SKIDA1; FOXD4L5
Astigmatism,HDGFL1; SOX4; HERC2; NRXN1; TSPAN10; OCA2; NPLOC4; FAAP100; PDGFRA; PRL; NEGR1; SLC25A10
Atrophy/Degeneration affecting the central nervous system,CRYBB3; STARD8; YIPF6; CRYBB2; OPHN1; JADE3; AKAP4; CCNB3; LINGO2; KIAA1671; PIWIL3
