disease_name,gene_name
platelet-derived growth factor BB measurement,PDGFRB; CD36; SERPINE2; PCSK6; SCG2; SLC35D2; ZFPM2; JMJD1C; F5; ME1; ABO
platelet-to-lymphocyte ratio,EHD3; CARMIL1; MEF2C; PTPRC; PTPN4; THPO; ITPR3; TTC28; IL7; CDK6; CD69; SH2B3; STRN; KLF12; DNMT3A; ZSWIM4; FADS2; ETS1; LRCH1; GRTP1; IQGAP1; RNPEPL1; GALNT2; MEIS1; SCD5; PLA2R1; PLPP3; CX3CR1; IRS2; ERC2; MIER1; KCNRG; CD9; ANK1; HDAC7; SLC12A2; FAR2; ARHGEF18; TLE4; VSIR; RAI1; MANBA; RREB1; ABCC4; CCR7; KLF2; RAP1GAP2; MEAK7; LYST; IQGAP2; TNFAIP8; FOXO1; TCF7L1; NOSTRIN; ANTXR2; ELOVL7; ZFPM2; DLK1; ITGAL; BAK1; TUBB1; WASL; TMCC2; IL2RA; TPM1; ARID5B; PIK3AP1; ERG; SKI; AUTS2; KALRN; TAOK1; TRIM58; TMC4; IL7R; PRL; HORMAD2; PXT1; ARHGAP45; F2R; HCAR2; CYP21A2; CCDC71L; CXCL2; CBX7; ZC2HC1A; HBS1L; SLC35D2; TBC1D5; CABLES1; USP30; RALB; RNF145; NRBF2; FADS1; SPC25; RBMS1; VCAM1; GCSAML; BRD3; UBE2E3; FABP6; S1PR1; JMJD1C; AFF1; PLEC; RMI1; ZFPM1; RAD51B; RASA3; ZPBP2; CMC1; GRK5; GNL1; ZCWPW2
polycystic ovary syndrome,CDH10; TOX3; THADA; DENND1A; IQCA1; YAP1; ERBB4; ERBB3; PLGRKT; ZBTB16; AOPEP; ARL14EP; UNC5C; MAPRE1; IRF1; LHCGR; MYO10; NEIL2; INSR; HMGA2; FSHR; ZNRF3
polyp of colon,BMP4; TTLL13; ACAD10; LAMA5; VTI1A; ABO; MDM4; POU2AF3; CDH1; PITX1; NID2; BMP5; SMAD9; BOC; GREM1; SMAD3; NXN; PLEKHG6; NTN4; SMAD7; PREX1; TNS3; POU5F1B
potassium measurement,AP4E1; CHCHD3; TBX2; LSP1; WNT2B; FGF5; NEK10; WDR72; FAM83B; KCNK3; TCF4; HBB; HOXA13; TFCP2L1; EML6; CLASP1; AHR; CEP72; PCDH9; PPP3R1; PPARG; ADRA2C
primary biliary cirrhosis,CLEC16A; TNFRSF1A; IL12RB2; SYNGR1; RIN3; MANBA; POU2AF1; CCR6; IL12B; ID2; ETS1; ANP32B; STAT4; IL21; TMEM163; IKZF3; CTLA4; PRKCB; CCDC88B; IL7R; IL12A; OLIG3; TNFSF15; DENND1B; SPIB; IL21R; ARID3A; CD58; DNMT3A; IRF5; WDFY4; NAB1; IRF8; MMEL1; ELMO1; TET2; IL16; CD28; RAD51B; TNPO3; ITGB8; NFKB1; TNFSF11; FCRL3; FCRL4; HLA-DRA; EXOC3L4; TYK2; TNFSF8; CD226; PLCL2
progranulin measurement,GRN; EPHA3; FAM171A2; PAX7; SPRY2; SHTN1; MAFB; CELSR2; NOG; ABCA4; THADA; IRF6; DCAF4L2
prolapse of female genital organ,AKAP6; CPEB4; PALLD; GDF7; HNRNPA1L3; POLD3; TBX5; WNT4; FAT4; ADAMTS16; SYT8; WT1
prostate cancer,TBX5; SKIL; JAZF1; AR; POU5F1B; SPDL1; EEFSEC; KLK3; NKX3-1; SLC22A1; NUDT11; HNF1B; IRX4; HOXB13; MYEOV; MSMB
prostate carcinoma,MAD1L1; SPDL1; JADE2; COL23A1; BCAS1; ATP2B1; SIDT1; SESN1; CHMP2B; TBX5; ITGA6; MAP3K1; KDELR3; SLC52A3; ITGB8; TLE4; ZMIZ1; NEDD9; FBRSL1; IRX4; BBX; OTX1; MLPH; THADA; RAB29; VAMP8; ZNF236; EEFSEC; MYCN; TNS3; SKIL; FOXP4; MMP7; TTC6; VPS53; KLK3; PEX14; GPA33; TOR1AIP1; GDF7; CDCA7; CDKAL1; ANO7; SLC22A3; CDKN2B; HTR3B; MBNL1; BCL2L11; RASSF3; JAZF1; EMSY; ZBTB7B; INHBB; PDLIM5; TERT; LMTK2; PPFIBP2; NKX3-1; TET2; SOX14; IRS1; KRT8; TRIM8; COPRS; MYEOV; POGLUT3; APOLD1; NRIP1; RAD51B; MOB2; TMPRSS2; RFX6; TMEM17; NUDT11; MDM4; ZNF652; PAX9; ADGRG1; VGLL3; POU5F1B; ITGA1; EBF2; MSMB; HNF1B; SMIM38; CLDN11; RTEL1-TNFRSF6B; ARHGAP6; CASP8; POU1F1; FGF10; FERMT2; GLI2; DNMT3B; RGS17; TTC28; BIK; TNRC6B; FAM118A; ADNP; CDK6; CDKN1B; SLC22A2; VEGFA; ID2; ETV3; RAD23B; WDR11; SPDEF; GRHL1; DNAJC1; MYC; KNL1; SMAD6; ESR2; SKAP1; RGS5; MEIS1; SLC25A37; RSPO2; TCF7L2; ATM; INCENP; ETS2; HOXB13; TPCN2; SP8; MARCHF8; PKNOX2; STXBP4; AR; RASSF6; ATF7IP; SLC22A1; SUGCT; ZBTB38; ADAMTSL1; C14orf39; GATA2; UBE2E2; TBX1; IRS2; FAM111B; MAML3; ZGPAT; STK39; H2AJ; CLDN23; ANTXRL; OSBPL7; ARHGEF5; FGFR2; AFM; MYO9B; UQCC1; DNAH11; HIBADH; LARP4B; B3GAT1; CCND1; KLF7; ARMC2; RALY; MPHOSPH6; KLF4; CCDC54; MYOCD; WDPCP; NCEH1; CDKN2A; ZNF462; PLEKHH2; GPER1; SPINT2; GDNF; FSHR; IRX3; SATB1; CEP57L1; RNLS; DLEU7; SP6; MYO6; HLA-DRA; SMIM21; SUPT4H1; SALL3; CEP68; MDH1; ZRANB1; SEC61A2; NUCKS1; NOL10; TTC9; PRPH; LAMC1; TCF25; TACC1; HABP2; ZNF827; NEK10; PRKCI; FAM111A; LRATD2; MAT2A; KCND3; CTBP2; SLC35G5; RFX7; CLCNKB; PARPBP; PPP2R2A; MUC22
prostate specific antigen measurement,CLPTM1L; RAB29; WDR11; MMP7; ZNF827; SLC45A3; ZBTB38; POU5F1B; HNF1B; TRAF1; JAZF1; KLK2; ATF7IP; DLEU7; MSMB; FGFR2; BCL11A; TBX3; KLK3; SLC25A37; NKX3-1; PDGFC; SERPINA3
protein measurement,HECW1; ADGRA2; NRXN3; CPS1; SLC45A4; SLAMF7; EIPR1; SOX30; ANO2; SNX29; CELF2; F7; MTA3; TBXAS1; GLP2R; MCM10; GSTO2; MTFR1; ATP11A; RORA; CNGB1; ING3; PLXNA2; RARB; MAP2; AMPH; PPP2R5C; RBFOX1; RFX3; PLOD1; GCKR; FAT2; GNAO1; ERGIC2; TASP1; LAMB4; ERMP1; DDTL; CBX7; GNPNAT1; TMED8; SERPINA4; FERMT1; BPI; ZNF423; CALB1; EMC2; TMEM106B; AGR2; KANK1; GLIS3; RASSF4; SLC38A1; KHDRBS2; COL9A1; GMDS; THBS4; CDH6; IRX4; HRG; GNB4; UPK1B; SSR3; ID2; MORN1; IGSF21; ADGB; SGK1; ABCG2; TECTB; CPN1; MSX2; UFM1; TGFBI; EPHX2; TRIM24; CHST3; MED13L; GRM4; NQO2; SOX9; PCSK2; MASP1; YEATS4; LRRC61; METTL25; DOCK4; DCTD; GADD45G; COL5A1; GSE1; HACL1; SCLY; SLC2A11; CHL1; GSTM5; MYCN; LPIN1; ETS1; CEP162; RGS8; SCEL; USP20; TPMT; ARRB1; GIPC2; SEPTIN11; ENPEP; NTRK3; KIF2B; SLC13A5; TTYH2; ACP1; GALM; CAMKMT; MARCHF4; CNTN4; RBMS3; COL8A1; TMEM108; LPP; CBR4; CDH18; ADAMTS19; TIAM2; RBAK; FBXO25; CRB2; CACNA1B; HTR7; CNNM2; LRRC4C; CRIM1; INPP1; KCNJ1; MGAT5; SPARCL1; CWC27; MSI2; CHST9; CDH12; ADAMTS1; FGD5; PLCL2; EPHB1; TRIM42; GNAQ; KCNMA1; FZD1; CLSTN2; ARHGAP27; FCN2; PRKAA2; SLC45A1; WNT4; LRATD1; INHBB; FCRL4; RYBP; ERAP1; UTP15; KLKB1; STXBP5; ANKRD55; TMC1; PDZRN4; CCDC38; DNAAF8; CLMP; MC4R; CAVIN2; LRP1B; SOX14; KCNK9; PLEKHA2; RGPD8; TMEM266; ONECUT1; TMEM154; HSD17B13; FSHR; ALK; CHST11; MCC; PAH; CFAP46; MLLT3; IL16; COL6A5; LCLAT1; ZNF483; PPP1R3B; NABP1; WFIKKN2; SLC6A19; GALNTL6; AMZ1; FBXW8; CADM2; ABO; TTLL11; DOK7; JAKMIP2; PRR18; RNPEP; CLVS1; STAP2; ZNF114; ZBTB18; KCNIP1; SLC25A21; ABAT; CSMD1; TAFA1; MACC1; ACP7; KCNH8; KCNJ12; PRKD1; CCSER1; PTP4A3; MC2R; PRKN; LSAMP; DLEU7; CD300LF; ANKRD46; C2orf76; PRELID2; FOXD2; TET3; OVCH1; FAT4; HTT; HIBCH; WWP2; RYR2; STKLD1; CAPZA2; NALF1; OR14J1; MAP10; ITGA1; STARD10; CRPPA; ACAD11; MIF; DECR2; CFB; CFHR1; CRYBB2; PRAG1; ICA1; PROM1; PAX7; FYN; PRDM11; MUSK; DNAH5; BARX2; LAMC2; GPC1; PRKCQ; TP63; PDE8A; SEMA3C; ARHGAP15; CAMSAP3; SPAG6; PGM1; CPB2; COL19A1; WNT11; PTHLH; RFX2; NOS1; ITGA6; SLC17A6; TBX15; XYLB; NXPE1; GRK3; TCF20; NFATC2; HAO1; CST3; TSC22D1; QPRT; OCA2; RIPK2; CCDC61; CD33; PTGR1; ELAVL2; TYRP1; PDLIM1; CXCL12; PBLD; CCL8; WNT5B; C7; CDH9; PDGFRB; GBE1; PODXL2; IFIH1; EFEMP1; GNLY; IL18R1; FHL2; KYNU; RND3; EPHA4; RALGPS2; CRYZ; ACTL8; COLEC11; TNNT2; FILIP1; ECRG4; IRF2BPL; ENOX1; DUSP4; CHRNA2; MAPK8IP1; FABP3; SLITRK3; RAB38; CHST8; MNX1; GALNT15; TNS4; KHDRBS3; ENOSF1; DCLK1; ECHDC3; MTNR1B; COL4A2; ADAM19; MYC; DMAC1; FOXF2; TRPC3; ETV6; SLC38A4; TMBIM6; SMIM2; CDH11; OSBPL1A; CELSR2; CNIH3; POMGNT2; ALDH1L1; FBXL17; SCML4; DOCK5; PXDNL; SESN3; AASDHPPT; FREM2; MAGI1; PTPRO; NCAPD3; TMEM178A; G6PC2; CPB1; TEX29; CMIP; DDAH1; ANKH; PDE1C; DBI; SLC24A2; RASA2; ART3; SH3RF2; HK1; STC1; RUNX1; IL6R; ANO10; HAAO; XIRP2; PAQR3; AIM2; EFHB; CFAP20DC; FOXK1; CPA6; MBL2; TAF3; JAM3; MYRFL; MAPRE2; DYNLRB2; TET2; ZBBX; ZEB2; TAS2R1; SMAD1; CST1; IRX1; KCNS3; ECEL1; DSCAM; SLC19A1; ADGRE1; MCTP1; ARL4D; YES1; TCERG1L; TYMS; DSCAML1; LCORL; OTOS; TSHZ1; CYP8B1; SERTM1; DHTKD1; TMEM132E; CCL13; ANKRD62; KBTBD3; PLCB1; NTM; SLC8A1; ACSM2A; PCDH9; SLIT3; SPATA32; nan; SMYD3; NPAP1; SLIT1; SESTD1; MAGI2; IER5L; INSC; SERPINA5; DPYD; NDUFA4; IL1RAP; NTNG2; PRTN3; MME; PDCD1LG2; CYRIA; CARD11; FAM169A; EVPLL; ZC3H11B; PLXNA4; RAB6C; TNFRSF13B; TRMT9B; TUNAR; CFH; CAMK1G; UBE3C; POMT2; BAZ1B; ZC3H3; MSR1; SPDL1; TNC; PREX2; NPFFR2; NGFR; IPO5; NAV3; MAP4K4; TRIB2; DLG1; PAG1; TYR; KCNN2; GSK3B; CASS4; SLC15A1; TBX5; RCOR1; SLC26A4; ZFHX4; MTAP; ARSA; COCH; ABHD12; PLCB4; CELF4; MEDAG; SEC14L5; SLC7A5; CEP152; ATP8B4; POP1; ICAM5; SIGLEC6; CDK6; MPDZ; ZMIZ1; PPIF; LGALS3BP; GAB1; AADAT; C11orf21; GCNT2; SOBP; SLC16A10; TENT4A; CRBN; FGF12; ABTB1; IGFBP2; IL18RAP; LEPR; MREG; ATL2; FAM98A; KANSL1; CAAP1; TNFSF18; TSHZ3; EEPD1; TNFAIP6; MOCS1; GNMT; IDUA; GNAI1; TST; CGNL1; SIGLEC9; DPP6; CCL25; BHMT2; CHRM3; TRPC4; TRPM1; CD36; EDNRB; C7orf25; STXBP1; MMP27; SMAD6; THUMPD2; PREPL; SLC3A1; ENTPD1; SLC40A1; AP1AR; KERA; TMEM132B; MCTP2; SH3GL3; ADCYAP1; CBLN2; NBPF3; XPR1; SMYD2; AGTR1; AHSG; ANK2; MMS22L; NTRK2; ZNF462; LRMDA; TCF7L2; TENM4; HMGA2; SLC35F4; GUCY1A2; ANGPT1; PIEZO2; SAMSN1; KCTD18; GRIP1; PSD3; NAA11; GDF6; UNC5D; CPT2; FCRL3; PLPP3; C1orf87; PKDCC; SPATA18; SERPINI1; IL15; ENPP6; DACT2; SHH; FREM1; ZMAT4; FAT3; CLMN; GALR1; CTNNB1; PAFAH1B2; FAM161A; STX8; PRDM10; CST5; CST2; IRX2; PRKCE; KSR2; GATM; FOXB1; FUT10; ARPP21; BNC2; VANGL1; SAA1; LRRC63; ABRA; ZNF519; FOXC2; MTX3; GPC5; GRM8; TDRP; MCFD2; H2BC4; UBE2E2; DAOA; SATB1; GSTA5; HAPSTR1; ACSM5; ACTG1; DRD1; ROBO2; CCDC190; IRS2; WDR86; DMBT1; COL14A1; PLA2G2A; NKAIN2; OR14I1; GRM7; PIK3R4; ZNF775; MYO18A; AJAP1; FAM3C; SLC28A3; BCO2; CACNA1E; HELZ; ASPH; TGM2; SAMD5; PLPP4; LAYN; PDE7A; DOK6; ERCC6; C12orf75; TEX51; TXNDC5; GSTA2; PTCHD4; ADH1C; CLDN23; NANOGP8; THSD7A; PON1; CYTH3; MNAT1; PI4K2B; TRIO; ARID1B; FOXN3; TSPAN32; FAR2; SEC61A2; SYT1; MYO3B; ACTN1; CLASP1; SEMA3A; PAX2; NT5C2; CRYBG3; NOX4; MYO15A; COMT; PTGS1; SPTLC2; ITPK1; EEA1; SGCG; DHRS12; FOXF1; XYLT1; DECR1; TRPS1; SULT2A1; NAMPT; ITGB8; NPTX2; TSPAN13; PRKAG2; YKT6; CDH23; CCL1; BST1; CPT1A; PDHX; LTA4H; GNPTAB; COL12A1; MAN1A1; TBP; CCN6; SEMA5A; AGXT2; STAT1; PLEKHB2; SLC1A4; PLA2G4A; SIPA1L2; FBXW2; DENND1A; CSF3R; ESRRB; ACADS; PLA2G12A; USP22; SERPINB6; CXCL6; TTF1; GPCPD1; OTOR; MACF1; KLK10; SH3BP4; TAF4; GJA9; ANO1; CA6; LGALS3; CRP; CHI3L1; EPHB2; RBM17; SLC41A2; PHF11; UNC13C; ITGA11; LRRC49; SULT6B1; CH25H; SHROOM3; PPP3CA; KIF21A; WDFY2; ESD; FRMD6; HUNK; APP; SELENBP1; CALM2; SLIT2; SLC26A1; KLHL8; NAF1; PDGFC; MYO10; FAM50B; GNA12; SDK1; PROSER2; GSTO1; CNTN5; ANK3; NPAS3; MIPOL1; SPC25; ZFP36L2; GRM1; RPIA; CACNA2D1; FUT6; ETS2; ITGB2; PPM1K; ERICH6; LRRC2; EGFLAM; FABP7; HCN1; PEX2; FBP1; OTUD1; LRFN5; REEP3; SPATA19; NAV2; TRAPPC9; LDB2; ALCAM; NSG2; ACYP2; FGGY; RAB37; RPL38; ABLIM3; DMRT2; PTPRM; YPEL2; SYNE3; FOXL1; ZNF366; SNX18; ARL14; NRXN1; PENK; SOX2; PAPPA; COL18A1; AFMID; CTNNA3; IQGAP3; THBS2; KLK12; MPPED1; QRFPR; MAPT; TEAD1; VSTM2B; FOXD3; PCDHB13; ARID2; FHIT; ESRRG; SULF2; IGF2R; ADH4; SPRED2; SMOC1; PNP; CES1; SERPINB11; NEURL1B; GRXCR1; TENM3; GSTA1; FMN1; ZNF345; RTL1
psoriasis,SKAP2; NOS2; REV3L; PPP5C; RUNX3; LRRC7; ZFYVE16; GALC; TRAF3IP2; IL4R; FAP; SP140; PTPRC; IL12RB2; DNMT3B; SLC26A3; PDGFB; NFKBIA; CD40; RIPK2; ZC2HC1A; GRB10; RIGI; IFNG; BACH2; CEP72; DAP; IL12B; THADA; ADGRL2; FASLG; TNFAIP3; PLAU; EGR2; ZNF831; FOXA2; IL2RA; ETS1; IL21; NFKBIZ; OSMR; RNF145; TNIP1; GNA12; ANKRD30A; IPMK; ASAP2; ELMO1; MMP16; IFNGR2; REL; GUCY1A1; ERAP1; UBLCP1; TAGAP; SMAD3; STAT3; PKIG; IL13; KLF13; UBE2E3; BPTF; RASGRP1; TRIB1; FUT2; GPR35; PTPN11; LACC1; TNFSF15; ADO; ZBTB40; ZFP90; IKZF1; ZFP91; CARD9; LRRK2; SLC9A8; nan; C1orf141; HLA-C; DENND1B; TSPAN9; CD6; FOXC1; HDAC7; PDE4A; IGF2BP2; DNM2; COBLL1; ATG16L1; CREM; JAK2; TSC22D1; AHR; IL2; HBS1L; CPEB4; IFIH1; IL18R1; TNFSF18; IRF1; SLC39A11; ADCY3; ZNF365; XCL2; RORC; CDKAL1; CDKN2A; CAMK2G; TCF7L2; ZC3H12C; FOXO1; GAL3ST2; PLCL2; PTPRN2; LRRC43; EMSY; UBASH3A; SLC45A1; PUS10; ANTXR2; AIM2; TMEM174; ANKRD55; SOX14; B3GNT2; PTPN2; OLIG3; ITLN1; ITPRID1; TNRC18; SATB1; IFNLR1; C17orf67; SYNE2; PRDM1; DOCK3; DLD; POLI; RPS6KB1; CCL2; EXOC2; CCL20; PLCL1; CD2; PROX1; NKX2-3; ADCY7; SNAI1; IRF5; FIGNL1; DDC; TRIM47; COG6; TLR4; PGBD1; FTO; IRF8; KSR1; CARD14; CDKN2B; GSN; CD226; CCDC122; HHEX; BANK1; JAZF1; IL23R; PRKCB; CDK12; C7orf33; LONRF2; MFSD4B; CD28; RNF186; CXCR2; KCNJ11; SPRED2; HLA-DRB5; ZSCAN31; FAS; CLEC16A; SLC9A3; TNFRSF1A; FOSL2; DGKD; NXPE1; FAM118A; PRORP; MAP3K8; CCNY; NFKB1; CHST10; PARK7; NR5A2; CCRL2; SOX4; NDFIP1; UBAC2; SCRN1; LRRC32; ACTR2; GPR65; FCGR2A; ATP6V1G3; TNFRSF14; IL6R; LRP5; INAVA; SLC30A8; TMC1; CCDC88B; MTCL1; ZEB2; CCL11; TBL1XR1; SPATA31C2; SLIT3; ZPBP2; IL27; HRNR; IRGM
psoriasis vulgaris,RUNX3; TNFAIP3; NFKBIZ; REL; TAGAP; B3GNT2; TNRC18; MUC22; NOS2; TRAF3IP2; IL12B; PLAU; TNIP1; ZC3H12C; IL13; IL4R; CDKAL1; HLA-DRB5; HLA-C; NFKBIA; CAMK2G; IFNLR1
psoriatic arthritis,NOS2; IL12B; DPP6; TNIP1; HLA-C; TRAF3IP2; TNFAIP3; FBXL18; C1orf141; REL; B3GNT2; TNRC18; REV3L; UBLCP1
psychiatric disorder,ITIH4; ACTN2; DRD2; PP2D1; ZCCHC2; STAT6; DCC; SYN2; APOE; SEMA6D; PRKCE
puberty onset measurement,ALX4; FAM118A; ASIC2; JHY; GHSR; MC3R; MKLN1; HERC2; IRF4; CENPE; IGFBP3; TMEM18; SMARCAD1; CHRNB1; C1orf127; MRTFB; LIN28B; CCER1; TRPC7; SMC1B; SATB2; AKAP1; BMAL1; NKX2-1; IGF1R; PEX2; MBL2; DLGAP1; ARL6IP6; SOX2; ADARB2; PRPF40A; KDM4C; NR5A2; SEC16B; NCK1; INHBB; ZNF483; BDNF; RMI1; PDGFA; ZNF536; JADE2; HLF; PRDM13; SLF2; UNC79; DET1; FTO; ENDOD1; CA8
pulmonary embolism,IYD; F11; TSPAN15; MYOM1; SLC44A2; FGA; ABO; F5; FGG; HSP90B1
pulmonary function measurement,TRIO; TNS1; MECOM; MMP15; PTCH1; THSD4; ADGRG6; MFAP2; ARMC2; ADAM19; FAM13A; SPATA9; LRMDA; CDC123; TWIST2; SNRPF; KCNE2; CHRNA5; AGER
pulse pressure measurement,PHTF2; PKD1; CLCN6; MRC2; CEP68; SYT13; SLC4A7; THAP3; PRDM6; AP3D1; nan; ERLEC1; ABCC9; TGFBR3; ATP2B1; KDM5A; NOTCH3; MARK3; NEBL; EDN1; RAPGEF3; MYNN; NOX4; TNRC6A; ESR1; SIRT1; ARVCF; TTC28; SOS2; JAG1; TOX3; DOT1L; TGFB1; PIK3CG; CAV1; PRKAG2; CHIC2; HGFAC; CEP164; PHACTR1; FHL5; GMDS; TBX18; NPR3; PDE1A; GRB14; FN1; USP34; FHL2; PRKD3; THADA; PAPPA2; SGIP1; CASQ2; PPL; LDAH; DCAF4; BCL11A; SNX19; PLXDC2; TBX2; INHBA; TWIST1; LRP1; COL21A1; CDKN1A; MCF2L; RRAS; HIVEP3; PALLD; APOE; ACTN4; LSP1; TNNT3; CASZ1; AOC3; ACLY; ANO1; SLC14A2; SBF2; SOX5; MTNR1B; ADAMTS8; TBX3; FAM186B; TEC; LRCH1; BLK; GATA4; RABEPK; CCN3; PGBD1; YAP1; PLCE1; FGF5; CENPE; ENPEP; FBLN5; FTO; CDH11; CDH13; ATP1B1; GDF7; ZNF385B; NBEAL1; ARHGAP26; CDKAL1; AIG1; CREB5; IGFBP3; PLIN2; CDKN2B; CDKN2A; TCF7L2; SLX4IP; JPH2; KIAA1755; FER; MFSD6; ASAP2; ASTN1; SETBP1; ARL14EP; G6PC2; TCF7L1; CFDP1; MSI2; ADK; NDUFAF6; STEAP2; FMNL3; PLPP3; PDLIM5; C1QTNF7; ADAMTS9; MAP9; CARTPT; EBF1; STEAP1; HNF4G; GEM; QSOX2; JCAD; ARHGAP42; FBN1; PBX3; ULK4; IRF2BP2; FILIP1L; COL3A1; SLC20A2; CEP120; MN1; CRADD; HNRNPA3; TTLL6; AKAP13; DYDC1; XKR6; INSR; KCNK3; SPSB1; MYEOV; NOC3L; ADCY5; CHD2; CEP83; STAT5B; RALGAPA1; CADM2; ABO; SUGCT; CCDC197; TMEM270; CRACR2B; NRIP1; IDH2; HHIPL1; FIGN; MXRA7; GPR19; CMSS1; PRR16; WT1; SLC24A3; ARL15; FAM174B; MORF4L1; H1-7; H1-6; KCNJ11; COL4A1; COL27A1; DIO3; MYH6; CTAGE1; TRIM59; ITGA1; AS3MT; ADSL; FOXD1; CCDC71L; MC1R; PROM1; UFL1; VCL; GOPC; ELN; USP36; CDK14; PKN2; EML1; ZFAT; INPP5A; ATP1B3; PFN2; LMCD1; SREBF1; FOSL2; NT5C2; CDH17; DELE1; ITGB5; RNF13; DDHD2; GNAO1; TBX5; MAP3K1; FBXL19; ZNF516; ATP8B4; TRPS1; EVX1; LIMK1; RPS6KB1; MDN1; SMOC2; DNAJC27; EFEMP1; WIPF1; QSOX1; CD46; TNP1; FOXO3; RBM25; SLC35B1; SSPN; GRM4; KDM4B; PNKD; PODXL; HIGD1B; GCH1; PPARG; RXFP2; MYH11; DYDC2; WNT2B; AGT; SUCLA2; ABHD17C; PSMB7; GMPR; LOXL4; BTBD16; TPM1; ABHD2; ZFHX3; NOB1; COL6A1; CDCA7; ITGA9; FBXL17; FBXO38; MLIP; CRIP3; SNTG1; HMGA2; CSNK1G3; ZNF827; SPC25; GJA1; WNT7A; FGD5; ADAMTSL3; N6AMT1; FCSK; ZNF618; KCNE2; CCDC141; PCOLCE2; HAND2; FNDC1; DLC1; CACNB2; SYNPO2L; TRIM66; CDYL2; TTC16; ANKS3; TET2; IRS1; KIF5B; HTRA3; PRKCE; UGT2B7; LRRC34; ADRA1D; TLN2; FRMD3; FGGY; BNC2; CD34; TGIF1; TBL1XR1; LCORL; ZBTB7A; GATA2; FGD6; ZNF467; ZBTB20; FES; UBE2L3; KCNQ5; THBS2; C17orf58; S100A3; RNFT1; NEMP2; ASB13; ATG7; SLC5A3; INPP5B; PHACTR4; RGL3; ANKUB1; LRRC69; EBF2; ERCC6; ARMS2; EBLN2; S1PR2; OSBPL7; GIPR; PHLDB1; PRDM11; SLC45A4; FAS; CLEC16A; ARID1B; TRAF1; VMP1; HIPK2; SLC12A2; CTNNA2; MPPED2; SYT1; CYBRD1; ZNF638; EFR3B; MECOM; MAST2; KLHL42; DNMT3B; ZFHX4; TRPM7; LRRFIP2; RIN3; YY1; NFKBIA; NFATC2; IQCH; CDK6; GCK; SHB; CCDC6; MTCH2; ST3GAL4; PTPMT1; CUX2; MRPS27; STK25; PNO1; ALDH8A1; CNTRL; NEK6; RASL11A; ODF2L; MED13L; B9D2; PEPD; BMP2; HOXD3; CDC16; MRO; FHOD3; PDGFRA; KLB; TNS3; ARHGAP24; FBN2; ZCCHC2; DMRTA2; LRIG1; LPP; LHFPL2; SLC22A3; SLC26A7; HERC4; NCAM1; PPP1R1C; CRIM1; EDNRA; CWF19L2; MBNL1; BMP6; FBXO32; NRG1; RNF207; NEURL3; NEK10; CREBRF; SVEP1; IKBIP; TRANK1; VASN; DEGS2; SHOX2; NPR1; ZFPM2; GAP43; COPRS; PDE3A; TRHR; ANKRD36C; MSRA; YES1; PAWR; ARL6IP6; CHRM2; ADO; FBXL7; RBM33; FLRT2; SCN10A; KLHDC8B; OR5D14; CCDC30; THSD4; ASTL; FAM53B; PRPF40A; AFAP1; ADH1B; TCF4; NHLRC2; HOXC4; SPINK9; MFSD2B; DPF3; SIPA1; ZC3H11B; HLA-B; CLDN23; OR4C13; PECAM1; PRAG1; FUCA2; CELF2; LTBP1; SMG6; FERMT2; FNDC3B; TNS1; COBLL1; LTBP4; WDR7; ZDHHC8; TRIOBP; FAM118A; UQCC1; FGF9; AMH; GOSR2; CYTH1; SYT10; ACAD10; STAM2; LTBP2; KANSL1; KIAA1217; CCDC77; APAF1; CRISPLD1; TSHZ3; EEPD1; BICC1; RREB1; CNOT1; MKLN1; CCNT1; RNF122; SPIRE1; FLNB; DMAC1; SLC22A7; CLCA2; SHROOM3; FURIN; CCN1; OSR1; GOLGA4; PDGFC; RSPO3; CNNM2; SERPING1; SRFBP1; CDC123; OBI1; POC5; DDAH1; OTUD6B; CACNA1D; CTBP1; SPTBN4; COL6A3; RYK; BDH2; ARHGAP12; MC4R; SMAD3; CRK; ANKRD11; NPNT; HOXD4; NPAS2; TCEA2; OR5B12; FUT10; SCAI; HIC1; CLDN7; CREB3L2; ZAR1; CTNNA3; SRL; ZFP91; NCR3LG1; SPATS2L; CAPZA2; KIAA0753; DCLRE1A; COL15A1; DENND1B; CELA2B; TDRD15; CDK11B; C20orf141; GDF10
reaction time measurement,ZNF638; YWHAE; FOXO3; MED13L; SEMA6D; CA10; NMNAT2; KCNC2; METAP1D; SPATS2L; DPP4; MIER1; ARL17B; TMEM229A; PRDM11; PTBP2; PCDH17; NREP; OLA1; PURB; ARID5B; KCNJ3; LRRC37A; UBE2E2; CCDC85A; KANSL1; KIAA1328; SAMD3; ZBTB7A; DDN; AGBL4; RORB; GNAO1; APC; TNIK; CSMD1
